104,1,214,227,228,215,240,253,254,241
105,1,223,222,219,212,249,248,245,238
106,1,225,224,223,212,251,250,249,238
107,1,230,229,213,218,256,255,239,244
108,1,232,231,230,218,258,257,256,244
109,1,260,247,235,246,286,273,261,272
110,1,248,247,260,245,274,273,286,271
111,1,236,250,251,237,262,276,277,263
112,1,259,252,238,245,285,278,264,271
113,1,239,252,259,244,265,278,285,270
114,1,253,239,255,254,279,265,281,280
115,1,242,257,258,243,268,283,284,269
116,1,240,253,254,241,266,279,280,267
117,1,249,248,245,238,275,274,271,264
118,1,251,250,249,238,277,276,275,264
119,1,256,255,239,244,282,281,265,270
120,1,258,257,256,244,284,283,282,270
121,1,286,273,261,272,312,299,287,298
122,1,274,273,286,271,300,299,312,297
123,1,262,276,277,263,288,302,303,289
124,1,285,278,264,271,311,304,290,297
125,1,265,278,285,270,291,304,311,296
126,1,279,265,281,280,305,291,307,306
127,1,268,283,284,269,294,309,310,295
128,1,266,279,280,267,292,305,306,293
129,1,275,274,271,264,301,300,297,290
130,1,277,276,275,264,303,302,301,290
131,1,282,281,265,270,308,307,291,296
132,1,284,283,282,270,310,309,308,296
133,1,312,299,287,298,338,325,313,324
134,1,300,299,312,297,326,325,338,323
135,1,288,302,303,289,314,328,329,315
136,1,311,304,290,297,337,330,316,323
137,1,291,304,311,296,317,330,337,322
138,1,305,291,307,306,331,317,333,332
139,1,294,309,310,295,320,335,336,321
140,1,292,305,306,293,318,331,332,319
141,1,301,300,297,290,327,326,323,316
142,1,303,302,301,290,329,328,327,316
143,1,308,307,291,296,334,333,317,322
144,1,310,309,308,296,336,335,334,322
